"order_id","order_date","order_priority","order_quantity","order_status","payment_method","product_name","product_category","product_sub_category","unit_price","unit_cost","discount","shipping_address","shipping_method","ship_date","ship_mode","packaging","shipping_cost","region","city","zip_code","ratings","customer_segment","customer_name","customer_age","email","phone","gender","income"
21933,"2024-09-11","Low",9,"Received","Cash","SurfaceBook Ultra","Electronics","Laptops","1596.50","1389.45","0.07","043 Scott Corners Apt. 657, Mcbrideland, RI 39893","Express","2024-09-24","Ground","Box Large","31.36","North","Schmidtfurt",66883,NULL,"Home Office","Dawn Zamora",60,"dawn.zamora@gmail.com","576.333.4185","Male","121503.97"
20210,"2024-04-26","High",7,"Received","Cash","BakePro Pan","Home","Kitchen","115.44","103.59","0.15","09076 Mason Gardens Apt. 769, New Troystad, NY 36387","Same-Day","2024-05-19","Air (Post)","Box Large","12.88","West","West Kevin",17860,3,"Small Business","Kathryn Campbell",42,"kathryn.campbell@example.com","293.323.0626x0410","Male","56658.03"
20545,"2024-05-23","Critical",6,"Received","Cash","AmbientGlow Diffuser","Home","Decor","193.98","112.43","0.37","12008 Mark Mountains Apt. 550, Michaelshire, WA 53308","Express","2024-05-28","Air (Post)","Box Large","48.73","North","Brianport",42720,NULL,"Small Business","Cheryl Ball",26,"cheryl.ball@gmail.com","873-706-8793x43414","Female","148379.26"
20115,"2024-04-19","Medium",9,"Received","Cash","Redmi Max","Electronics","Mobile Phones","1032.14","740.69","0.07","USNS Lloyd, FPO AP 63035","Same-Day","2024-05-12","Ground","Box Large","37.29","West","Lake Williamtown",82880,NULL,"Consumer","Samantha Green",36,"samantha.green@yahoo.com","602-698-9845","Female","34063.73"
21065,"2024-07-03","High",6,"Received","Cash","SilentStep DartBoard","Sports","Indoor","389.00","232.84","0.30","PSC 7361, Box 2113, APO AP 31167","Same-Day","2024-08-02","Air (Freight)","Box Medium","29.76","North","Tammieberg",86032,NULL,"Corporate","Monique Sanchez",63,"monique.sanchez@hotmail.com","001-934-529-5765x36957","Male","137370.64"
24565,"2025-04-06","Critical",9,"Shipped","Cash","ModernArt Cushion","Home","Decor","209.18","144.76","0.37","4713 Danny Spur, Rodriguezborough, CO 25350","Ordinary","2025-04-18","Air (Freight)","Box Large","48.72","East","South Kevinbury",6948,NULL,"Corporate","Jennifer Pierce",39,"jennifer.pierce@yahoo.com","880.329.5203x715","Male","52613.08"
20266,"2024-05-01","Urgent",6,"Received","Cash","StrikeForce DartBoard","Sports","Indoor","308.86","155.25","0.42","Unit 6884 Box 9109, DPO AP 10209","Same-Day","2024-05-05","Ground","Envelope Large","16.91","North","North Christopher",46192,2,"Consumer","Melanie Lopez",70,"melanie.lopez@gmail.com","+1-203-894-1980x81038","Male","40909.62"
20976,"2024-06-26","Urgent",1,"Received","Cash","EverTrack Poncho","Sports","Outdoor","529.11","341.72","0.35","7945 Adkins Lake Suite 095, Lake Kristinaside, NY 29067","Same-Day","2024-07-01","Air (Freight)","Box Large","25.56","North","Johnchester",25192,2,"Corporate","Kristine Bonilla",31,"kristine.bonilla@hotmail.com","(458)493-7837x8610","Female","89575.44"
21605,"2024-08-16","Critical",5,"Received","Cash","ComfortHome Shelf","Home","Furniture","1550.88","827.97","0.23","635 Jamie Mission, Troyport, TX 66766","Express","2024-09-15","Ground","Box Large","32.20","West","Lake Josephside",18033,NULL,"Home Office","Heather House MD",60,"heather.house.md@outlook.com","906.524.1644","Female","77602.68"
24770,"2025-04-24","Urgent",8,"Shipped","Cash","Alpine Jeans","Clothing","Men","74.05","50.47","0.29","5943 Zimmerman Summit Suite 196, Andrewstad, MI 58583","Same-Day","2025-05-21","Air (Freight)","Box Large","30.41","South","East Corey",52554,NULL,"Small Business","Maria Carroll",46,"maria.carroll@outlook.com","+1-662-315-7691x7564","Female","88929.78"
23295,"2024-12-31","Critical",7,"Received","Cash","CampPro Tent","Sports","Outdoor","319.04","175.78","0.07","6997 Alvarado Meadow, Lisaberg, CT 56267","Ordinary","2025-01-03","Air (Freight)","Box Large","30.20","Central","East Nancy",69819,2,"Corporate","Victoria Williams",58,"victoria.williams@example.com","+1-584-832-0441x218","Male","72137.66"
23223,"2024-12-26","Urgent",1,"Received","Cash","HomeAura Blanket","Home","Decor","111.74","86.60","0.31","USNV Brown, FPO AP 84318","Express","2025-01-09","Air (Post)","Box Large","22.72","North","Brownland",47652,NULL,"Corporate","Deanna Ramirez",59,"deanna.ramirez@yahoo.com","(796)975-7147x1436","Female","128242.68"
22639,"2024-11-07","High",4,"Received","Cash","LeatherCraft Jacket","Clothing","Men","42.37","29.68","0.08","7334 Kelly Village Apt. 726, Freemanmouth, KY 30707","Ordinary","2024-11-20","Air (Freight)","Box Large","35.41","South","West Kathleen",68637,NULL,"Home Office","Catherine Chapman",38,"catherine.chapman@hotmail.com","7515105111","Female","147484.29"
20023,"2024-04-12","Urgent",10,"Received","Cash","LittleStar Shorts","Clothing","Kids","27.18","19.54","0.33","331 Charlotte Meadow, West Catherinetown, NC 71121","Same-Day","2024-04-15","Air (Post)","Box Large","28.17","Central","Andreaburgh",9824,NULL,"Home Office","Julia Buchanan",25,"julia.buchanan@hotmail.com","001-949-711-0830","Male","131274.55"
24029,"2025-02-23","Urgent",8,"Received","Cash","OakCraft Cabinet","Home","Furniture","1358.31","730.82","0.18","407 Young Ridge Suite 165, North Ruben, NE 20104","Same-Day","2025-03-20","Air (Post)","Box Large","34.65","South","Christopherside",85972,2,"Small Business","Deborah Gross",24,"deborah.gross@example.com","737.288.6905x949","Male","56682.96"
22100,"2024-09-25","Low",7,"Received","Cash","Ricoh ProShot","Electronics","Cameras","1965.73","1641.32","0.09","9469 Hess Summit, Riverachester, IN 65444","Express","2024-10-04","Ground","Box Large","14.64","South","South Donaldfurt",51491,NULL,"Consumer","Miss Danielle Jackson",44,"miss.danielle.jackson@yahoo.com","(443)384-5475","Female","113730.25"
20230,"2024-04-27","Low",9,"Received","Cash","SpinMaster Bike","Sports","Indoor","123.60","96.64","0.06","8974 Gilmore Valleys, South Victorfort, AR 02780","Same-Day","2024-05-11","Air (Post)","Box Large","20.04","West","South Leahview",79347,5,"Consumer","Kimberly Castillo",57,"kimberly.castillo@outlook.com","(821)333-2514","Male","131546.49"
20358,"2024-05-07","Low",5,"Received","Cash","SunShield Bottle","Sports","Outdoor","290.32","259.18","0.23","056 Denise Alley Apt. 800, Richardsonhaven, NH 65645","Same-Day","2024-05-26","Ground","Box Large","22.82","West","Ronaldville",94421,NULL,"Corporate","Stephanie Beck",27,"stephanie.beck@gmail.com","001-439-980-9430","Female","141016.44"
24092,"2025-03-01","Medium",4,"Received","Cash","FunPrint Pajamas","Clothing","Kids","59.15","50.66","0.25","0763 Joshua Village, West Leslieland, TX 27213","Same-Day","2025-03-23","Air (Post)","Box Large","24.59","East","South Nicholas",45648,4,"Consumer","Caitlyn Roberts",47,"caitlyn.roberts@hotmail.com","(648)485-3163","Male","74831.96"
24207,"2025-03-09","Medium",7,"Received","Cash","HappyBear Pajamas","Clothing","Kids","35.48","30.96","0.43","42200 James Garden, Davidtown, HI 26691","Same-Day","2025-03-23","Air (Freight)","Box Small","7.27","South","Port Jeremystad",14616,4,"Home Office","Kathy Smith",29,"kathy.smith@outlook.com","5969239373","Female","139083.51"
20024,"2024-04-12","Critical",10,"Received","Cash","FunPrint Jeans","Clothing","Kids","39.71","34.88","0.37","0551 Wall Corner, Blakeside, NV 06957","Same-Day","2024-05-04","Ground","Box Large","34.12","East","South Jesse",65717,NULL,"Corporate","Michaela Martin",64,"michaela.martin@outlook.com","687-504-1378x619","Female","114847.75"
25180,"2025-05-24","Low",4,"Shipped","Cash","LeatherCraft Pants","Clothing","Men","59.66","49.68","0.26","155 Robinson Mountains Suite 538, East Ianport, CT 14573","Same-Day","2025-05-28","Air (Freight)","Box Large","21.52","Central","Lake Jordanfurt",53994,NULL,"Consumer","Kathleen Sweeney",57,"kathleen.sweeney@example.com","451-708-2046x2340","Female","75089.12"
22438,"2024-10-22","Urgent",9,"Received","Cash","SmartHeat Kettle","Home","Kitchen","153.39","123.05","0.05","5146 Cox Locks, Danielview, VT 42115","Express","2024-11-12","Air (Freight)","Box Large","7.52","Central","South Coreyshire",26121,NULL,"Corporate","Ruth Mckay",58,"ruth.mckay@yahoo.com","734-816-8579x622","Male","39325.91"
20115,"2024-04-19","Medium",6,"Received","Cash","BrightKid Jeans","Clothing","Kids","39.70","22.98","0.05","USNS Lloyd, FPO AP 63035","Same-Day","2024-05-12","Ground","Box Large","37.29","West","Lake Williamtown",82880,NULL,"Consumer","Samantha Green",36,"samantha.green@yahoo.com","602-698-9845","Female","34063.73"
24319,"2025-03-18","Medium",6,"Shipped","Cash","StrikeForce TennisSet","Sports","Indoor","24.26","14.86","0.15","72288 Christopher Cove Apt. 386, South Shawn, WV 72784","Ordinary","2025-04-14","Air (Freight)","Envelope Small","31.27","Central","New Lisahaven",55807,NULL,"Small Business","Susan Mitchell",46,"susan.mitchell@yahoo.com","7315567842","Female","99103.16"
23790,"2025-02-07","Medium",9,"Received","Cash","UrbanLine Sweater","Clothing","Women","73.53","54.00","0.11","512 Cuevas Skyway, East Dennischester, DC 68626","Same-Day","2025-02-28","Air (Freight)","Box Large","34.33","South","New Anna",36683,5,"Consumer","Angela Johnson",28,"angela.johnson@hotmail.com","7984547506","Male","72406.40"
22748,"2024-11-16","Medium",3,"Received","Cash","FlexPro Barbell","Sports","Fitness","261.71","207.17","0.41","USNV Hurley, FPO AE 01588","Ordinary","2024-12-11","Air (Post)","Box Large","40.32","Central","Karenmouth",45694,NULL,"Small Business","Mariah Landry",52,"mariah.landry@example.com","+1-346-807-7547x301","Male","75468.78"
21900,"2024-09-09","Medium",10,"Received","Cash","ModernArt Diffuser","Home","Decor","208.90","149.26","0.14","Unit 6772 Box 0770, DPO AA 35907","Same-Day","2024-09-11","Ground","Box Large","10.25","South","New Lisa",95925,NULL,"Home Office","Elizabeth Miller",39,"elizabeth.miller@gmail.com","(769)943-4566","Female","109654.66"
24226,"2025-03-10","High",3,"Received","Cash","BalanceFit Ball","Sports","Indoor","299.80","260.39","0.17","565 Kelley Rapid, Port Andrew, LA 10687","Same-Day","2025-03-27","Air (Freight)","Box Medium","47.26","East","Crawfordville",48702,NULL,"Home Office","Caitlin Ingram",35,"caitlin.ingram@gmail.com","(458)505-9187x45982","Female","30257.95"
20218,"2024-04-27","Critical",5,"Received","Cash","FujiFilm FotoMark","Electronics","Cameras","825.42","696.77","0.36","09924 Lewis Dam, East Daniel, IL 68386","Ordinary","2024-05-09","Ground","Box Large","29.15","South","Port Joelshire",67354,3,"Consumer","Maureen Mcknight",54,"maureen.mcknight@example.com","+1-489-897-2693x35664","Female","55573.73"
24343,"2025-03-19","Medium",1,"Received","Cash","FlexPro Mat","Sports","Fitness","166.35","107.55","0.38","2200 Marco Street Apt. 877, Lake Erinville, MD 31797","Same-Day","2025-03-28","Air (Post)","Box Large","19.19","Central","East Derekfort",71072,4,"Small Business","Kendra Salinas",34,"kendra.salinas@outlook.com","439-456-2477x13583","Female","79747.60"
23650,"2025-01-27","Critical",2,"Received","Cash","RusticPro Cabinet","Home","Furniture","980.10","831.78","0.28","22540 Tristan Circles Apt. 393, Port Thomasburgh, AS 04477","Same-Day","2025-02-08","Ground","Box Large","20.10","East","Edwardport",74246,NULL,"Home Office","Angela Valdez",38,"angela.valdez@yahoo.com","6722522572","Female","123998.89"
21652,"2024-08-19","Low",3,"Received","Cash","SteelChef Blender","Home","Kitchen","224.75","147.52","0.28","58954 Fox Club, Joanstad, WY 36304","Ordinary","2024-09-01","Ground","Box Large","27.44","South","Davidside",54922,2,"Corporate","Amy Brown",66,"amy.brown@outlook.com","624.370.5979","Male","83606.61"
23098,"2024-12-16","High",9,"Received","Cash","SmartHeat KnifeSet","Home","Kitchen","187.69","144.25","0.23","USNS Thompson, FPO AA 09662","Express","2025-01-07","Ground","Box Large","41.14","Central","Fullerport",52076,5,"Corporate","Mariah Joseph",30,"mariah.joseph@hotmail.com","3748744714","Female","101775.49"
21231,"2024-07-18","Medium",7,"Received","Cash","LittleStar Jeans","Clothing","Kids","29.14","20.79","0.16","095 Hendrix Green, West Markberg, WI 51266","Express","2024-08-17","Air (Freight)","Box Large","14.00","South","Lake Michaelville",80191,NULL,"Corporate","Deborah Martinez",49,"deborah.martinez@example.com","(602)620-7911x78737","Female","132250.23"
20251,"2024-04-29","Critical",6,"Received","Cash","CozyNest Blanket","Home","Decor","202.70","147.78","0.28","98311 Ross Walks Suite 441, Lake Jason, MD 08320","Ordinary","2024-05-16","Air (Post)","Box Large","8.58","Central","Colefurt",80850,NULL,"Home Office","Sabrina Franklin",39,"sabrina.franklin@yahoo.com","728-298-6229","Female","145279.91"
24051,"2025-02-26","Medium",2,"Received","Cash","AquaSport Jacket","Sports","Outdoor","290.30","146.40","0.42","51261 Hartman Squares, Port Barbaraville, WY 62505","Same-Day","2025-03-27","Air (Post)","Box Large","16.82","East","Amyton",63631,NULL,"Corporate","Sierra Weaver",36,"sierra.weaver@example.com","526.659.4621","Female","121855.91"
22425,"2024-10-22","High",4,"Received","Cash","DeepBlue Jacket","Clothing","Men","44.57","31.19","0.46","088 Park Springs Apt. 782, Brooksland, IN 94744","Express","2024-10-23","Ground","Box Large","46.63","North","West Jeanette",76826,NULL,"Consumer","Andrea Massey",57,"andrea.massey@example.com","999-465-8193x9745","Male","104178.59"
22261,"2024-10-08","Critical",2,"Received","Cash","Redmi Pro","Electronics","Mobile Phones","793.14","465.02","0.38","5185 Jennifer Ports Suite 844, Copelandhaven, CO 21086","Same-Day","2024-10-20","Air (Post)","Box Medium","43.70","Central","South Justinberg",96255,NULL,"Home Office","Kimberly Phillips",60,"kimberly.phillips@example.com","001-243-420-4776","Male","73002.04"
22837,"2024-11-24","Critical",9,"Received","Cash","ModernArt Diffuser","Home","Decor","134.14","94.64","0.31","16475 Wright Parkway, Michaelhaven, GA 25408","Same-Day","2024-12-20","Air (Freight)","Box Large","27.32","South","East Jenniferfort",64725,1,"Home Office","Laura Martin",66,"laura.martin@yahoo.com","001-698-206-3802x55956","Male","140401.49"
20344,"2024-05-07","Low",3,"Received","Cash","ProShot DartBoard","Sports","Indoor","273.15","242.94","0.13","PSC 2378, Box 4516, APO AE 58594","Ordinary","2024-05-28","Air (Post)","Box Large","48.17","East","Port Calebbury",99701,NULL,"Corporate","Tamara Brooks",20,"tamara.brooks@example.com","001-988-370-7346","Male","85141.19"
22077,"2024-09-22","High",2,"Received","Cash","CampPro Jacket","Sports","Outdoor","517.39","333.98","0.17","3053 Robert Ranch, Port Eric, OR 55789","Express","2024-09-30","Ground","Box Large","32.55","South","Danaburgh",26020,3,"Corporate","Lynn Arellano",19,"lynn.arellano@outlook.com","(909)698-5790","Male","93658.35"
21291,"2024-07-23","Medium",3,"Received","Cash","SteelChef Tray","Home","Kitchen","226.75","128.89","0.07","01694 Adam Causeway Apt. 412, Johnsontown, TN 33700","Same-Day","2024-08-03","Air (Post)","Box Large","22.70","South","Lake Kevintown",63680,5,"Home Office","Emily Moreno",32,"emily.moreno@outlook.com","226-573-7557","Female","108165.83"
22114,"2024-09-26","High",6,"Received","Cash","SmartHeat Kettle","Home","Kitchen","118.09","80.02","0.10","60575 Brianna Island, New Derek, DC 82477","Express","2024-10-19","Ground","Box Large","36.36","West","South Ronald",75837,NULL,"Home Office","Yvonne Ortiz",25,"yvonne.ortiz@outlook.com","(303)817-0011x47265","Female","134606.28"
21678,"2024-08-22","Low",6,"Received","Cash","SilentStep DartBoard","Sports","Indoor","271.22","188.05","0.20","7273 Stephanie Extensions Suite 912, East Paigeport, CA 14509","Ordinary","2024-09-14","Air (Freight)","Box Large","45.54","North","Port Mike",95529,NULL,"Small Business","Katie Sanchez",30,"katie.sanchez@example.com","001-760-561-2955x18838","Male","70868.34"
24325,"2025-03-18","High",5,"Shipped","Cash","GreenLeaf Blanket","Home","Decor","174.95","111.50","0.45","1144 Daniel Extension, Christineside, NY 31407","Express","2025-04-08","Ground","Box Large","18.54","North","Mossmouth",75173,NULL,"Home Office","Susan Lyons",33,"susan.lyons@outlook.com","+1-939-617-3998","Female","58081.04"
23045,"2024-12-12","High",9,"Received","Cash","PixelOne Prime","Electronics","Mobile Phones","636.59","474.70","0.44","282 Gomez Streets Suite 366, North Cynthiaburgh, DC 54935","Ordinary","2024-12-31","Air (Freight)","Box Large","5.94","West","Patrickberg",97754,NULL,"Consumer","Yesenia Martinez",60,"yesenia.martinez@hotmail.com","277-533-2185x11862","Female","124225.79"
20442,"2024-05-15","Low",9,"Received","Cash","CardioMax Band","Sports","Fitness","150.35","134.23","0.17","4876 Dana Roads, Jonesview, NM 20498","Express","2024-06-09","Ground","Box Medium","36.42","North","North Matthew",17144,NULL,"Corporate","Patricia Rivera",64,"patricia.rivera@gmail.com","913.811.9821","Female","42506.60"
21271,"2024-07-21","Low",4,"Received","Cash","Alpine Shorts","Clothing","Men","75.48","51.09","0.31","5911 Reilly Fort Suite 558, Hensonborough, NV 93976","Same-Day","2024-08-03","Air (Post)","Box Large","35.63","Central","New Thomas",96068,NULL,"Corporate","Laura Hudson",59,"laura.hudson@gmail.com","001-560-951-6850x11499","Female","83816.18"
21678,"2024-08-22","Low",2,"Received","Cash","KitchenPro Blender","Home","Kitchen","216.24","139.96","0.13","7273 Stephanie Extensions Suite 912, East Paigeport, CA 14509","Ordinary","2024-09-14","Air (Freight)","Box Large","45.54","North","Port Mike",95529,NULL,"Small Business","Katie Sanchez",30,"katie.sanchez@example.com","001-760-561-2955x18838","Male","70868.34"
23486,"2025-01-15","Urgent",9,"Received","Cash","MiniExplorer Jeans","Clothing","Kids","38.47","24.51","0.45","12190 Jacqueline Mountain Suite 232, South Lorichester, WY 31030","Same-Day","2025-02-03","Air (Post)","Box Large","32.33","North","South Sarah",89983,NULL,"Consumer","Catherine Griffith",44,"catherine.griffith@gmail.com","846.662.0474x283","Male","91506.24"
21395,"2024-07-31","Medium",10,"Received","Cash","PowerDrive Barbell","Sports","Fitness","184.59","128.15","0.24","Unit 2535 Box 8104, DPO AA 40189","Express","2024-08-06","Ground","Box Large","46.95","North","South Erinstad",77220,NULL,"Small Business","Helen Tapia",45,"helen.tapia@outlook.com","866-500-6724","Male","123031.02"
23201,"2024-12-24","High",7,"Received","Cash","ProShot Board","Sports","Indoor","257.85","213.20","0.40","PSC 1422, Box 1132, APO AA 41139","Express","2025-01-05","Air (Post)","Box Large","10.75","East","New Matthewfort",64882,NULL,"Home Office","Haley Fletcher",19,"haley.fletcher@yahoo.com","(253)606-7633x358","Female","60820.57"
24569,"2025-04-07","Critical",5,"Shipped","Cash","WinterCozy Blouse","Clothing","Women","124.46","81.11","0.25","91881 Brown Branch Apt. 492, Pricemouth, CT 56141","Same-Day","2025-04-11","Air (Freight)","Box Large","11.47","West","East Christopher",78099,NULL,"Corporate","Brittany Weaver",39,"brittany.weaver@hotmail.com","001-405-371-1877x11236","Male","111377.29"
24622,"2025-04-11","Critical",9,"Shipped","Cash","AquaSport Bottle","Sports","Outdoor","451.44","370.90","0.02","USCGC Fitzgerald, FPO AA 87699","Express","2025-05-09","Ground","Box Large","7.73","North","Bradleystad",79621,NULL,"Consumer","Mariah Crawford",62,"mariah.crawford@example.com","(976)886-5078","Male","43265.79"
20125,"2024-04-20","Medium",9,"Received","Cash","WindGuard Jacket","Sports","Outdoor","223.59","122.48","0.20","4882 Michaela Landing, Davidmouth, CA 12532","Ordinary","2024-05-12","Air (Post)","Box Large","49.95","West","North Tamara",83146,NULL,"Small Business","Heather Lawson",29,"heather.lawson@hotmail.com","001-307-672-8231","Female","65969.60"
23219,"2024-12-25","Medium",4,"Received","Cash","KitchenPro Blender","Home","Kitchen","148.97","116.49","0.38","247 Harvey Forges, North David, AK 67477","Same-Day","2025-01-24","Ground","Box Large","39.64","North","Lake Michaelmouth",34409,NULL,"Consumer","Natalie Brown",33,"natalie.brown@yahoo.com","760-853-0449x76498","Female","52383.33"
24639,"2025-04-13","Urgent",3,"Shipped","Cash","UrbanLine Leggings","Clothing","Women","82.03","57.37","0.46","415 Rodriguez Oval Apt. 455, New Dorothy, ND 60341","Ordinary","2025-04-16","Air (Freight)","Box Large","22.35","South","Moralesview",26609,NULL,"Corporate","Michele Bell",45,"michele.bell@example.com","561-459-4048x92220","Female","127672.21"
21636,"2024-08-18","Critical",4,"Received","Cash","AmbientGlow Blanket","Home","Decor","301.44","267.62","0.23","297 Barnes Ville Apt. 788, Melissaside, ND 21620","Ordinary","2024-09-17","Air (Post)","Box Large","22.98","East","North Juliabury",1064,NULL,"Consumer","Pamela Craig",31,"pamela.craig@yahoo.com","574.299.9767x6305","Female","104789.16"
22241,"2024-10-07","Medium",1,"Received","Cash","Canon Visio","Electronics","Cameras","1101.42","585.65","0.24","USS Brown, FPO AE 40182","Same-Day","2024-10-30","Air (Freight)","Box Large","23.81","West","Samanthaport",42511,5,"Home Office","Diane Roberts",20,"diane.roberts@hotmail.com","625.423.9074","Male","61399.62"
23743,"2025-02-04","Urgent",5,"Received","Cash","LittleStar Tee","Clothing","Kids","51.59","30.46","0.12","5650 Taylor Motorway, Drakeshire, CO 18986","Express","2025-02-28","Air (Freight)","Box Large","7.02","West","Rollinsfort",3348,5,"Corporate","Kristy Sullivan",60,"kristy.sullivan@outlook.com","7426387382","Male","66490.57"
22535,"2024-10-30","Low",5,"Received","Cash","RusticPro Table","Home","Furniture","781.58","613.16","0.09","125 Cheryl Knoll, East Joshuaborough, WA 89614","Express","2024-11-26","Air (Post)","Box Large","49.53","North","Mortonland",4935,5,"Home Office","Brittney Barron",42,"brittney.barron@outlook.com","895-895-0946x90782","Female","129698.28"
24940,"2025-05-06","Medium",3,"Shipped","Cash","ZenPhone S","Electronics","Mobile Phones","1073.03","618.77","0.48","3814 Sean Plaza Suite 816, Bryantfort, NC 34127","Same-Day","2025-05-16","Air (Post)","Box Large","13.02","East","Port David",19554,NULL,"Home Office","Samantha Thornton",44,"samantha.thornton@outlook.com","001-575-785-7773x0881","Male","108957.98"
21459,"2024-08-05","Critical",9,"Received","Cash","CardioMax Barbell","Sports","Fitness","129.64","65.44","0.04","4791 Mcdonald Walks, New Karenbury, MT 20538","Express","2024-09-01","Ground","Box Medium","27.08","East","South Christopher",66733,3,"Consumer","Susan Pope MD",23,"susan.pope.md@outlook.com","974-217-7277x77164","Female","61247.93"
24828,"2025-04-29","Medium",6,"Shipped","Cash","MotoEdge Nova","Electronics","Mobile Phones","650.98","549.52","0.00","8012 Jackson Ridge Apt. 437, Pricefort, NY 24392","Ordinary","2025-05-25","Ground","Box Medium","9.99","East","Reevesmouth",61541,NULL,"Corporate","Kathy Hawkins",29,"kathy.hawkins@gmail.com","+1-818-448-1830","Female","131206.56"
22955,"2024-12-03","Low",4,"Received","Cash","MotoEdge Pro","Electronics","Mobile Phones","818.86","611.72","0.23","2282 Eugene Harbors Suite 351, Grossville, WI 25347","Same-Day","2024-12-29","Air (Freight)","Envelope Small","8.86","East","Lake James",54374,NULL,"Consumer","Stacey Acosta",49,"stacey.acosta@example.com","966.716.1572","Male","68025.76"
22391,"2024-10-19","Medium",7,"Received","Cash","Nokia Pro","Electronics","Mobile Phones","993.33","552.34","0.46","Unit 7639 Box 5602, DPO AE 47019","Ordinary","2024-11-04","Air (Freight)","Box Large","33.52","North","South Saraberg",59154,NULL,"Small Business","Kayla Thornton",67,"kayla.thornton@yahoo.com","3516979367","Female","40892.04"
20561,"2024-05-25","High",4,"Received","Cash","SpinMaster Board","Sports","Indoor","377.90","300.71","0.18","4589 Sherri Mission Apt. 979, Victoriastad, WI 57931","Express","2024-06-10","Ground","Box Medium","20.73","Central","Bethanytown",58961,NULL,"Corporate","Joy King",69,"joy.king@hotmail.com","(910)275-4347x496","Female","50189.40"
20781,"2024-06-11","Critical",2,"Received","Cash","PureScent Frame","Home","Decor","104.38","69.45","0.38","2398 Zoe Point, West Cherylberg, AS 38597","Same-Day","2024-06-21","Ground","Box Large","22.05","North","Lake Damonland",10896,NULL,"Corporate","Sarah Love",37,"sarah.love@gmail.com","+1-923-696-3215","Male","32310.42"
20061,"2024-04-15","Low",9,"Received","Cash","Sony FocusX","Electronics","Cameras","1674.41","1449.81","0.31","04064 Barnes Extension, Angelatown, PR 43831","Express","2024-05-11","Ground","Box Large","49.26","East","Danielberg",55595,NULL,"Corporate","Jennifer Turner",45,"jennifer.turner@gmail.com","616.311.7962","Female","31705.08"
22498,"2024-10-28","Medium",3,"Received","Cash","ModernArt Cushion","Home","Decor","205.91","138.95","0.11","50769 Jennifer Gardens Apt. 319, Johnsonmouth, CA 33991","Express","2024-10-31","Air (Post)","Box Large","32.16","Central","Santosview",17618,NULL,"Consumer","Sara Walker",38,"sara.walker@outlook.com","+1-273-740-2299x08399","Male","103719.09"
20186,"2024-04-24","Low",6,"Received","Cash","SportFlex Shirt","Clothing","Men","93.82","53.44","0.14","0727 Kyle Manors Apt. 894, New Christophermouth, OH 93598","Same-Day","2024-04-30","Ground","Box Medium","25.41","North","South Christopher",52708,3,"Home Office","Cathy Gray",27,"cathy.gray@gmail.com","(207)486-9916x5420","Male","63207.35"
22630,"2024-11-07","Critical",5,"Received","Cash","MacBook Vision","Electronics","Laptops","2101.52","1414.30","0.32","627 Kelly Islands Suite 560, East Williammouth, AK 53979","Ordinary","2024-11-16","Air (Freight)","Box Medium","33.35","Central","South Debra",41157,NULL,"Small Business","Melanie Gonzalez",46,"melanie.gonzalez@outlook.com","351-564-4061x024","Male","56822.48"
22762,"2024-11-17","Urgent",9,"Received","Cash","FlexiWork Cabinet","Home","Furniture","767.86","484.08","0.20","451 Gray Row, Jenniferside, ND 88678","Express","2024-12-05","Air (Post)","Box Large","11.18","West","North Kyleport",26132,3,"Consumer","Joan Ellis",39,"joan.ellis@yahoo.com","(462)838-4775","Female","135759.58"
20954,"2024-06-24","Medium",6,"Received","Cash","FunPrint Shoes","Clothing","Kids","38.94","28.72","0.09","6362 Rachel Terrace Apt. 233, Odonnelltown, WI 79002","Ordinary","2024-06-30","Ground","Box Large","48.01","East","Michaelburgh",76905,NULL,"Small Business","Jessica Williams",20,"jessica.williams@outlook.com","617.271.2989","Female","118014.81"
22788,"2024-11-20","High",9,"Received","Cash","SoftWeave Dress","Clothing","Women","59.33","36.34","0.34","5584 Kathleen Ridge Suite 405, Ashleyview, NC 63159","Same-Day","2024-12-07","Ground","Box Large","20.71","North","Lake Megan",62853,NULL,"Corporate","Crystal Goodwin",48,"crystal.goodwin@yahoo.com","286-374-0311x425","Male","120533.44"
22705,"2024-11-13","High",4,"Received","Cash","FlexiWork Table","Home","Furniture","624.98","479.98","0.18","147 Gregory Meadow, Nguyenport, MT 42087","Ordinary","2024-11-22","Ground","Box Large","36.88","West","Lake Alexandra",43724,NULL,"Consumer","Taylor Webb",40,"taylor.webb@hotmail.com","001-245-684-9432x922","Female","34195.90"
21126,"2024-07-08","Critical",7,"Received","Cash","FlexiWork Shelf","Home","Furniture","981.29","644.32","0.31","24808 James Road Suite 643, Torresville, UT 98573","Same-Day","2024-07-23","Air (Freight)","Box Large","22.94","West","Port Carolhaven",56131,5,"Home Office","Holly Smith",60,"holly.smith@outlook.com","623.453.5190x757","Male","70119.41"
21119,"2024-07-08","Urgent",8,"Received","Cash","SatinLuxe Dress","Clothing","Women","83.41","56.62","0.41","4253 Cohen Crest Suite 789, Patriciaberg, SC 98859","Same-Day","2024-07-30","Ground","Box Medium","30.80","East","Langborough",88911,NULL,"Corporate","Christina Brown",50,"christina.brown@yahoo.com","001-511-608-1107x08608","Female","149784.87"
