Order ID,Order Date,Order Priority,Order Quantity,Order Status,Payment Method,Product Name,Product Category,Product Sub-Category,Unit Price,Unit Cost,Discount,Shipping Address,Shipping Method,Ship Date,Ship Mode,Packaging,Shipping Cost,Region,City,Zip Code,Ratings,Customer Segment,Customer Name,Customer Age,Email,Phone,Gender,Income
160,2020-01-16,High,4,Received,In-App Wallet,Rainbow Shoes,Clothing,Kids,46.08,29.35,0.25,"193 Hunter Throughway, Reedhaven, RI 39149",Ordinary,2020-01-31,Air (Freight),Box Medium,6.25,South,South Zacharyside,85803,3,Home Office,Elizabeth Jackson,26,elizabeth.jackson@yahoo.com,400-304-8419x341,Female,64505.07
160,2020-01-16,High,10,Received,In-App Wallet,SmartHeat Tray,Home,Kitchen,64.9,54.27,0.48,"193 Hunter Throughway, Reedhaven, RI 39149",Ordinary,2020-01-31,Air (Freight),Box Medium,6.25,South,South Zacharyside,85803,4,Home Office,Elizabeth Jackson,26,elizabeth.jackson@yahoo.com,400-304-8419x341,Female,64505.07
160,2020-01-16,High,7,Received,In-App Wallet,FlexBook Prime,Electronics,Laptops,1326.48,829.05,0.16,"193 Hunter Throughway, Reedhaven, RI 39149",Ordinary,2020-01-31,Air (Freight),Box Medium,6.25,South,South Zacharyside,85803,5,Home Office,Elizabeth Jackson,26,elizabeth.jackson@yahoo.com,400-304-8419x341,Female,64505.07
161,2020-01-16,Urgent,9,Received,In-App Wallet,GreenLeaf Lamp,Home,Decor,67.55,59.82,0.14,"754 Brittany Oval Apt. 488, Robinsonshire, NM 95534",Express,2020-02-06,Ground,Box Large,26.48,South,South Scott,24654,,Home Office,Diana Williams,47,diana.williams@hotmail.com,(601)817-9104x97062,Female,64520.46
161,2020-01-16,Urgent,3,Received,In-App Wallet,Sony FocusX,Electronics,Cameras,1139.66,629.49,0.02,"754 Brittany Oval Apt. 488, Robinsonshire, NM 95534",Express,2020-02-06,Ground,Box Large,26.48,South,South Scott,24654,5,Home Office,Diana Williams,47,diana.williams@hotmail.com,(601)817-9104x97062,Female,64520.46
161,2020-01-16,Urgent,6,Received,In-App Wallet,Redmi Aero,Electronics,Mobile Phones,924.72,555.56,0.29,"754 Brittany Oval Apt. 488, Robinsonshire, NM 95534",Express,2020-02-06,Ground,Box Large,26.48,South,South Scott,24654,,Home Office,Diana Williams,47,diana.williams@hotmail.com,(601)817-9104x97062,Female,64520.46
161,2020-01-16,Urgent,7,Received,In-App Wallet,GreenLeaf Plant,Home,Decor,278.09,177.04,0.03,"754 Brittany Oval Apt. 488, Robinsonshire, NM 95534",Express,2020-02-06,Ground,Box Large,26.48,South,South Scott,24654,,Home Office,Diana Williams,47,diana.williams@hotmail.com,(601)817-9104x97062,Female,64520.46
161,2020-01-16,Urgent,4,Received,In-App Wallet,OakCraft Sofa,Home,Furniture,1126.25,595.54,0.03,"754 Brittany Oval Apt. 488, Robinsonshire, NM 95534",Express,2020-02-06,Ground,Box Large,26.48,South,South Scott,24654,4,Home Office,Diana Williams,47,diana.williams@hotmail.com,(601)817-9104x97062,Female,64520.46
161,2020-01-16,Urgent,9,Received,In-App Wallet,StaminaCore Mat,Sports,Fitness,205.48,138.12,0.31,"754 Brittany Oval Apt. 488, Robinsonshire, NM 95534",Express,2020-02-06,Ground,Box Large,26.48,South,South Scott,24654,5,Home Office,Diana Williams,47,diana.williams@hotmail.com,(601)817-9104x97062,Female,64520.46
162,2020-01-16,High,1,Received,Debit Card,FlexBook Air,Electronics,Laptops,1722.09,891.87,0.45,"1239 Barbara Meadow Suite 011, East Eileenbury, AZ 99485",Express,2020-02-15,Ground,Box Medium,33.44,East,Jonathonchester,48456,4,Corporate,Melanie Jordan,20,melanie.jordan@outlook.com,337.588.9763x2687,Male,82490.69
163,2020-01-16,Critical,3,Received,Debit Card,StaminaCore Rope,Sports,Fitness,187.05,122.95,0.13,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,,Small Business,Miranda Martinez,60,miranda.martinez@@yahoo.com,(640)204-1143x628,Female,137131.67
163,2020-01-16,Critical,2,Received,Debit Card,KitchenPro Cookware,Home,Kitchen,188.61,121.05,0.09,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,1,Small Business,Miranda Martinez,60,miranda.martinez@yahoo.com,(640)204-1143x628,Female,137131.67
163,2020-01-16,Critical,1,Received,Debit Card,UrbanLine Jacket,Clothing,Women,108.4,95.85,0.23,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,,Small Business,Miranda Martinez,60,miranda.martinez@yahoo.com,(640)204-1143x628,Female,137131.67
163,2020-01-16,Critical,7,Received,Debit Card,Floral Dress,Clothing,Women,79.77,46.65,0.4,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,1,Small Business,Miranda Martinez,60,miranda.martinez@yahoo.com,(640)204-1143x628,Female,137131.67
163,2020-01-16,Critical,9,Received,Debit Card,SpinMaster Runner,Sports,Indoor,362.21,182.31,0.17,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,2,Small Business,Miranda Martinez,60,miranda.martinez@yahoo.com,(640)204-1143x628,Female,137131.67
163,2020-01-16,Critical,4,Received,Debit Card,CampPro Jacket,Sports,Outdoor,251.23,171.85,0.09,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,4,Small Business,Miranda Martinez,60,miranda.martinez@yahoo.com,(640)204-1143x628,Female,137131.67
163,2020-01-16,Critical,5,Received,Debit Card,OakCraft Shelf,Home,Furniture,1125.39,941.7,0.15,"7873 Joshua Hill, East Larryview, DC 31862",Ordinary,2020-02-03,Ground,Box Large,40.92,East,North Claireshire,04510,,Small Business,Miranda Martinez,60,miranda.martinez@yahoo.com,(640)204-1143x628,Female,137131.67
164,2020-01-16,High,6,Received,Credit Card,HappyBear Sweater,Clothing,Kids,22.5,15.38,0.01,"Unit 6687 Box 3940, DPO AP 52925",Same-Day,2020-02-08,Ground,Box Large,23.28,West,Reedborough,44210,,Corporate,Laura Mccann,66,laura.mccann@outlook.com,489-500-2897x909,Male,77658.57
164,2020-01-16,High,6,Received,Credit Card,ProShot Runner,Sports,Indoor,162.37,100.69,0.34,"Unit 6687 Box 3940, DPO AP 52925",Same-Day,2020-02-08,Ground,Box Large,23.28,West,Reedborough,44210,1,Corporate,Laura Mccann,66,laura.mccann@outlook.com,489-500-2897x909,Male,77658.57
164,2020-01-16,High,6,Received,Credit Card,HomeEase KnifeSet,Home,Kitchen,189.3,137.34,0.05,"Unit 6687 Box 3940, DPO AP 52925",Same-Day,2020-02-08,Ground,Box Large,23.28,West,Reedborough,44210,,Corporate,Laura Mccann,66,laura.mccann@outlook.com,489-500-2897x909,Male,77658.57
164,2020-01-16,High,6,Received,Credit Card,SilentStep Board,Sports,Indoor,216.33,189.52,0.38,"Unit 6687 Box 3940, DPO AP 52925",Same-Day,2020-02-08,Ground,Box Large,23.28,West,Reedborough,44210,4,Corporate,Laura Mccann,66,laura.mccann@outlook.com,489-500-2897x909,Male,77658.57
164,2020-01-16,High,10,Received,Credit Card,RusticPro Table,Home,Furniture,1195.01,1056.04,0.25,"Unit 6687 Box 3940, DPO AP 52925",Same-Day,2020-02-08,Ground,Box Large,23.28,West,Reedborough,44210,,Corporate,Laura Mccann,66,laura.mccann@outlook.com,489-500-2897x909,Male,77658.57
165,2020-01-16,Low,1,Received,Cash,Xperia Edge,Electronics,Mobile Phones,691.28,540.82,0.12,"05367 Roberts Street Suite 574, Chavezmouth, CA 75832",Express,2020-01-28,Air (Post),Box Large,9.62,Central,Russellside,25907,,Home Office,Morgan Moore,40,morgan.moore@outlook.com,347-855-9985,Male,132670.43
165,2020-01-16,Low,10,Received,Cash,CampPro Tent,Sports,Outdoor,446.21,315.18,0.11,"05367 Roberts Street Suite 574, Chavezmouth, CA 75832",Express,2020-01-28,Air (Post),Box Large,9.62,Central,Russellside,25907,,Home Office,Morgan Moore,40,morgan.moore@outlook.com,347-855-9985,Male,132670.43
166,2020-01-16,Medium,5,Received,Cash,WinterCozy Dress,Clothing,Women,84.91,58.05,0.21,"7968 Ray Plaza Suite 753, Robertshaven, MD 68849",Express,2020-01-28,Air (Post),Box Medium,40.07,West,Hernandezland,87607,1,Consumer,Renee Ramirez,55,renee.ramirez@gmail.com,311-624-3510,Male,99310.28
166,2020-01-16,Medium,4,Received,Cash,FlexPro Kettlebell,Sports,Fitness,171.98,116.85,0.43,"7968 Ray Plaza Suite 753, Robertshaven, MD 68849",Express,2020-01-28,Air (Post),Box Medium,40.07,West,Hernandezland,87607,2,Consumer,Renee Ramirez,55,renee.ramirez@gmail.com,311-624-3510,Male,99310.28
167,2020-01-17,Low,4,Received,Cash,IronLift Mat,Sports,Fitness,210.64,150.8,0.4,"1247 Garrett Prairie, West Marktown, WA 69344",Same-Day,2020-01-24,Ground,Box Large,29.56,East,Chandlerport,60553,4,Consumer,Amy Caldwell,22,amy.caldwell@yahoo.com,001-490-680-5143x38315,Male,148631.56
168,2020-01-17,Low,3,Received,In-App Wallet,HomeEase Tray,Home,Kitchen,159.31,97.85,0.13,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
168,2020-01-17,Low,3,Received,In-App Wallet,ModernArt Blanket,Home,Decor,158.24,138.98,0.06,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,5,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
168,2020-01-17,Low,2,Received,In-App Wallet,Spectra Vision,Electronics,Laptops,1624.05,852.64,0.34,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,2,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
168,2020-01-17,Low,5,Received,In-App Wallet,ProShot DartBoard,Sports,Indoor,234.72,166.8,0.38,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
168,2020-01-17,Low,1,Received,In-App Wallet,SurfaceBook Studio,Electronics,Laptops,1579.97,1028.26,0.18,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
168,2020-01-17,Low,6,Received,In-App Wallet,Xperia Ultra,Electronics,Mobile Phones,914.32,652.51,0.14,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,3,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
168,2020-01-17,Low,3,Received,In-App Wallet,HomeEase Blender,Home,Kitchen,234.69,158.89,0.12,"5589 Mcgrath Loop Suite 150, Port Richard, IN 83447",Same-Day,2020-01-22,Air (Freight),Box Medium,46.83,North,East Matthewland,24882,,Small Business,Elizabeth Vargas,54,elizabeth.vargas@outlook.com,464.651.4984,Male,69529.58
169,2020-01-17,Medium,3,Received,Cash,AmbientGlow Frame,Home,Decor,263.71,143.21,0.45,"862 Nicole Fork Suite 445, Lake Garychester, MO 60139",Same-Day,2020-01-31,Air (Freight),Box Large,26.35,South,East Andrewville,94026,,Consumer,Briana Lee,41,briana.lee@hotmail.com,+1-227-318-2407,Male,99836.91
169,2020-01-17,Medium,8,Received,Cash,Xperia X,Electronics,Mobile Phones,659.74,463.01,0.48,"862 Nicole Fork Suite 445, Lake Garychester, MO 60139",Same-Day,2020-01-31,Air (Freight),Box Large,26.35,South,East Andrewville,94026,1,Consumer,Briana Lee,41,briana.lee@hotmail.com,+1-227-318-2407,Male,99836.91
169,2020-01-17,Medium,3,Received,Cash,PowerDrive Stepper,Sports,Fitness,163.68,85.78,0.14,"862 Nicole Fork Suite 445, Lake Garychester, MO 60139",Same-Day,2020-01-31,Air (Freight),Box Large,26.35,South,East Andrewville,94026,,Consumer,Briana Lee,41,briana.lee@hotmail.com,+1-227-318-2407,Male,99836.91
169,2020-01-17,Medium,5,Received,Cash,IronLift Dumbbell,Sports,Fitness,50.86,26.08,0.22,"862 Nicole Fork Suite 445, Lake Garychester, MO 60139",Same-Day,2020-01-31,Air (Freight),Box Large,26.35,South,East Andrewville,94026,,Consumer,Briana Lee,41,briana.lee@hotmail.com,+1-227-318-2407,Male,99836.91
169,2020-01-17,Medium,4,Received,Cash,Spectra Pro,Electronics,Laptops,1632.42,890.54,0.42,"862 Nicole Fork Suite 445, Lake Garychester, MO 60139",Same-Day,2020-01-31,Air (Freight),Box Large,26.35,South,East Andrewville,94026,,Consumer,Briana Lee,41,briana.lee@hotmail.com,+1-227-318-2407,Male,99836.91
169,2020-01-17,Medium,1,Received,Cash,NitroBlade Pro,Electronics,Laptops,1622.16,1352.58,0.43,"862 Nicole Fork Suite 445, Lake Garychester, MO 60139",Same-Day,2020-01-31,Air (Freight),Box Large,26.35,South,East Andrewville,94026,,Consumer,Briana Lee,41,briana.lee@hotmail.com,+1-227-318-2407,Male,99836.91
170,2020-01-17,Urgent,10,Received,Debit Card,PixelOne Ultra,Electronics,Mobile Phones,910.02,548.76,0.03,"749 Stephen Village Apt. 569, West Christopherton, DC 88621",Same-Day,2020-01-18,Air (Post),Envelope Small,37.95,East,Benjaminview,67632,4,Corporate,Kimberly Ellis,63,kimberly.ellis@yahoo.com,+1-367-251-7622x57056,Male,101091.24
171,2020-01-17,High,9,Received,In-App Wallet,SoftCloud Jeans,Clothing,Kids,36.31,27.82,0.49,"961 Mariah Causeway, Janetshire, WV 80347",Same-Day,2020-01-23,Air (Freight),Box Medium,8.3,South,South Johnathanstad,04091,2,Consumer,Kristen Davis,52,kristen.davis@yahoo.com,+1-803-492-7160,Male,44170.93
171,2020-01-17,High,3,Received,In-App Wallet,SilkElegance Dress,Clothing,Women,53.06,32.85,0.47,"961 Mariah Causeway, Janetshire, WV 80347",Same-Day,2020-01-23,Air (Freight),Box Medium,8.3,South,South Johnathanstad,04091,,Consumer,Kristen Davis,52,kristen.davis@yahoo.com,+1-803-492-7160,Male,44170.93
171,2020-01-17,High,9,Received,In-App Wallet,FlexPro Dumbbell,Sports,Fitness,170.2,141.06,0.21,"961 Mariah Causeway, Janetshire, WV 80347",Same-Day,2020-01-23,Air (Freight),Box Medium,8.3,South,South Johnathanstad,04091,,Consumer,Kristen Davis,52,kristen.davis@yahoo.com,+1-803-492-7160,Male,44170.93
172,2020-01-17,Medium,2,Received,Credit Card,KitchenPro Blender,Home,Kitchen,242.81,173.46,0.3,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,1,Received,Credit Card,CozyNest Lamp,Home,Decor,156.12,105.46,0.29,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,5,Received,Credit Card,ThinkBook Infinity,Electronics,Laptops,2042.17,1446.27,0.4,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,6,Received,Credit Card,HomeEase KnifeSet,Home,Kitchen,86.78,72.45,0.22,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,3,Received,Credit Card,DeepBlue Jeans,Clothing,Men,64.48,54.38,0.24,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,1,Received,Credit Card,Nikon FocusX,Electronics,Cameras,1164.35,598.16,0.1,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,5,Received,Credit Card,ComfortHome Stool,Home,Furniture,1595.8,938.58,0.16,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,2,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
172,2020-01-17,Medium,4,Received,Credit Card,SoftRelax Table,Home,Furniture,917.14,657.06,0.35,"49864 Peter Mission, Lake Lisa, NC 68424",Express,2020-01-27,Air (Freight),Box Large,8.21,West,Powellton,67555,,Home Office,Kristina Price,18,kristina.price@hotmail.com,001-913-547-4181,Female,148108.76
173,2020-01-17,Urgent,10,Received,Cash,SteelChef Kettle,Home,Kitchen,102.9,78.87,0.11,"47354 Fernando Greens, East Jennifer, KY 22753",Express,2020-02-06,Air (Freight),Box Large,22.32,East,Thomasshire,44502,,Consumer,Tina Stewart,50,tina.stewart@hotmail.com,465-475-5768x67535,Male,114863.57
173,2020-01-17,Urgent,7,Received,Cash,SportFlex Hoodie,Clothing,Men,96.44,59.27,0.21,"47354 Fernando Greens, East Jennifer, KY 22753",Express,2020-02-06,Air (Freight),Box Large,22.32,East,Thomasshire,44502,5,Consumer,Tina Stewart,50,tina.stewart@hotmail.com,465-475-5768x67535,Male,114863.57
173,2020-01-17,Urgent,7,Received,Cash,Rainbow Pajamas,Clothing,Kids,56.27,41.33,0.07,"47354 Fernando Greens, East Jennifer, KY 22753",Express,2020-02-06,Air (Freight),Box Large,22.32,East,Thomasshire,44502,3,Consumer,Tina Stewart,50,tina.stewart@hotmail.com,465-475-5768x67535,Male,114863.57
173,2020-01-17,Urgent,7,Received,Cash,Lumix SnapLuxe,Electronics,Cameras,1343.57,885.58,0.49,"47354 Fernando Greens, East Jennifer, KY 22753",Express,2020-02-06,Air (Freight),Box Large,22.32,East,Thomasshire,44502,,Consumer,Tina Stewart,50,tina.stewart@hotmail.com,465-475-5768x67535,Male,114863.57
174,2020-01-17,High,9,Received,In-App Wallet,Classic Jacket,Clothing,Men,87.93,52.93,0.41,"92844 Makayla Coves Suite 830, New Paulborough, WY 73795",Same-Day,2020-01-27,Ground,Box Large,21.53,East,Blevinsburgh,93881,5,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
174,2020-01-17,High,7,Received,In-App Wallet,SoftWeave Cardigan,Clothing,Women,76.84,53.84,0.41,"92844 Makayla Coves Suite 830, New Paulborough, WY 73795",Same-Day,2020-01-27,Ground,Box Large,21.53,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
174,2020-01-17,High,4,Received,In-App Wallet,GreenLeaf Lamp,Home,Decor,257.31,218.32,0.08,"92844 Makayla Coves Suite 830, New Paulborough, WY 73795",Same-Day,2020-01-27,Ground,Box Large,21.53,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
175,2020-01-17,High,2,Received,Credit Card,ThinkBook Air,Electronics,Laptops,1000.81,861.28,0.18,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,5,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
175,2020-01-17,High,3,Received,Credit Card,StrikeForce Ball,Sports,Indoor,214.85,146.78,0.14,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
175,2020-01-17,High,5,Received,Credit Card,HomeGym Bike,Sports,Indoor,180.98,144.9,0.05,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
175,2020-01-17,High,4,Received,Credit Card,StaminaCore Barbell,Sports,Fitness,136.33,82.13,0.19,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
175,2020-01-17,High,9,Received,Credit Card,UrbanFit Tee,Clothing,Men,49.81,39.15,0.11,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,5,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
175,2020-01-17,High,5,Received,Credit Card,HomeEase Blender,Home,Kitchen,206.55,167.19,0.22,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,4,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
175,2020-01-17,High,4,Received,Credit Card,DeepBlue Tee,Clothing,Men,57.66,45.0,0.08,"744 Meza Camp, Gonzalezstad, DC 16079",Ordinary,2020-01-31,Air (Freight),Box Medium,25.7,East,Farmertown,26095,3,Home Office,Pamela Juarez,28,pamela.juarez@example.com,001-900-638-9062x991,Male,126857.14
176,2020-01-17,High,1,Received,Debit Card,MotoEdge Edge,Electronics,Mobile Phones,1233.53,673.03,0.23,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,3,Received,Debit Card,SilkElegance Skirt,Clothing,Women,66.37,58.61,0.33,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,3,Received,Debit Card,ModernArt Cushion,Home,Decor,256.58,197.32,0.29,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,9,Received,Debit Card,FlexiWork Cabinet,Home,Furniture,1040.06,693.51,0.38,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,5,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,1,Received,Debit Card,FlexPro Kettlebell,Sports,Fitness,140.09,94.06,0.27,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,4,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,2,Received,Debit Card,Classic Hoodie,Clothing,Men,80.1,56.06,0.39,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,6,Received,Debit Card,CardioMax Kettlebell,Sports,Fitness,179.84,114.9,0.29,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,5,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
176,2020-01-17,High,1,Received,Debit Card,StaminaCore Dumbbell,Sports,Fitness,209.25,130.03,0.4,"PSC 3414, Box 1561, APO AA 08348",Ordinary,2020-02-04,Air (Post),Box Large,29.59,West,West Alexandriaburgh,87134,4,Small Business,Michelle Wright,22,michelle.wright@example.com,883-471-9456x5535,Female,88653.87
177,2020-01-17,Low,4,Received,In-App Wallet,OnePlus S,Electronics,Mobile Phones,765.64,520.89,0.37,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
177,2020-01-17,Low,2,Received,In-App Wallet,LittleStar Sweater,Clothing,Kids,35.88,18.51,0.0,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
177,2020-01-17,Low,7,Received,In-App Wallet,Xperia Aero,Electronics,Mobile Phones,697.42,394.09,0.47,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
177,2020-01-17,Low,4,Received,In-App Wallet,Floral Blouse,Clothing,Women,67.79,46.54,0.45,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
177,2020-01-17,Low,4,Received,In-App Wallet,SoftWeave Cardigan,Clothing,Women,85.3,46.14,0.3,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
177,2020-01-17,Low,9,Received,In-App Wallet,SilkElegance Blouse,Clothing,Women,58.29,52.39,0.26,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,5,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
177,2020-01-17,Low,4,Received,In-App Wallet,Xperia X,Electronics,Mobile Phones,1010.02,624.61,0.21,"8128 Smith Extensions, Mooremouth, FM 84695",Ordinary,2020-02-06,Air (Freight),Box Large,17.09,East,South Jesse,65717,1,Corporate,Michaela Martin,64,michaela.martin@outlook.com,687-504-1378x619,Female,114847.75
178,2020-01-17,Medium,9,Received,Debit Card,MotoEdge S,Electronics,Mobile Phones,852.07,743.21,0.0,"4228 Paul Terrace, Port Justinburgh, AS 15176",Express,2020-02-16,Air (Freight),Box Medium,43.9,East,North Amy,13749,4,Small Business,Heather Hayes,19,heather.hayes@gmail.com,+1-524-445-9311x7446,Female,71102.58
